10000	0	0	0
20000	0	0	0
30000	0	0	0
40000	0	0	0
50000	0	0	0
60000	0	0	0
70000	0	0	0
80000	0	0	0
90000	0	0	17
100000	0	0	17
110000	0	0	17
120000	0	0	17
130000	0	0	17
140000	0	0	17
150000	0	0	17
160000	0	0	17
170000	0	0	17
180000	0	0	17
190000	0	0	17
200000	0	0	17
210000	0	0	17
220000	0	0	17
230000	0	0	17
240000	0	0	17
250000	0	0	17
260000	0	0	17
270000	0	0	17
280000	0	0	17
290000	0	0	17
300000	0	0	17
310000	0	0	17
320000	0	0	17
330000	0	0	17
340000	0	0	17
350000	0	0	17
360000	0	0	17
370000	0	0	17
380000	0	0	17
390000	0	0	17
400000	0	0	17
410000	0	0	17
420000	0	0	17
430000	0	0	17
440000	0	0	17
450000	0	0	17
460000	0	0	17
470000	0	0	17
480000	0	0	17
490000	0	0	17
500000	0	0	17
